Screen,Section,Exact UI label,Angular component,Control/property,Visibility condition,Editable/read-only,Required/optional,Unit,Permission,HTTP endpoint,API field,Backend schema,Service,Model,Table,Column,Source type,Validation,Stale effect,Guide link
period-detail.component,period-detail.component.html,Quantity,period-detail.component.html,formControlName=quantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,quantity,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Unit,period-detail.component.html,formControlName=unit,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,unit,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Date,period-detail.component.html,formControlName=productionDate,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,productionDate,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,production_date,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Notes,period-detail.component.html,formControlName=notes,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,notes,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,notes,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity Type,period-detail.component.html,formControlName=activityType,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,activityType,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,activity_type,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Data source type,period-detail.component.html,formControlName=dataSourceType,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,dataSourceType,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,data_source_type,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Source Reference,period-detail.component.html,formControlName=sourceReference,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,sourceReference,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,source_reference,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Measurement Method,period-detail.component.html,formControlName=measurementMethod,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,measurementMethod,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,measurement_method,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Supplier,period-detail.component.html,formControlName=supplierName,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,supplierName,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,supplier_name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Certificate Reference,period-detail.component.html,formControlName=certificateReference,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,certificateReference,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,certificate_reference,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Input Name,period-detail.component.html,formControlName=inputName,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,inputName,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,input_name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Quantity,period-detail.component.html,formControlName=quantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,quantity,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Consumed Quantity,period-detail.component.html,formControlName=consumedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,consumedQuantity,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,consumed_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Consumed Unit,period-detail.component.html,formControlName=consumedUnit,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,consumedUnit,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,consumed_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emissions (supplier),period-detail.component.html,formControlName=embeddedEmissionValue,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,embeddedEmissionValue,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,embedded_emission_value,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emission Unit,period-detail.component.html,formControlName=embeddedEmissionUnit,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,embeddedEmissionUnit,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,embedded_emission_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emission Source,period-detail.component.html,formControlName=embeddedEmissionSourceType,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,embeddedEmissionSourceType,CbamPurchasedInputRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamPurchasedInputRecord,cbam_purchased_input_records,embedded_emission_source_type,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Method,period-detail.component.html,formControlName=allocationMethod,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,allocationMethod,CbamAllocationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationResult,cbam_allocation_results,allocation_method,SNAPSHOT,server-authoritative,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Name,period-detail.component.html,formControlName=name,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,name,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Description,period-detail.component.html,formControlName=description,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,description,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,description,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Target Production,period-detail.component.html,formControlName=numeratorProductionRecordId,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,numeratorProductionRecordId,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,numerator_production_record_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Total Base Production,period-detail.component.html,formControlName=denominatorProductionRecordId,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,denominatorProductionRecordId,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,denominator_production_record_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Allocation Ratio (0–1),period-detail.component.html,formControlName=allocationRatio,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,allocationRatio,CbamAllocationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationResult,cbam_allocation_results,allocation_ratio,SNAPSHOT,server-authoritative,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Reason,period-detail.component.html,formControlName=rationale,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,rationale,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,rationale,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity for Allocation,period-detail.component.html,formControlName=allocateActivityRecordId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,allocateActivityRecordId,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,allocate_activity_record_id,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Input for Allocation,period-detail.component.html,formControlName=allocatePurchasedInputId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,allocatePurchasedInputId,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,allocate_purchased_input_id,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
